"di.id","year","ITEP.sector","Donor","value.x","country","value.y","diff"
"CA",2007,"health","Canada",377790908,"Canada",377790959,-1.34995308039547e-07
"CA",2007,"humanitarian","Canada",249173803,"Canada",249173905,-4.09352824301518e-07
"CA",2007,"industry-and-trade","Canada",42478985,"Canada",42478997,-2.82492625471159e-07
"CA",2007,"infrastructure","Canada",59133138,"Canada",59133101,6.25706689200225e-07
"CA",2007,"other","Canada",305635022,"Canada",305634577,1.4559849754391e-06
"CA",2007,"other-social-services","Canada",79488131,"Canada",79488075,7.0450769562062e-07
"CA",2007,"water-and-sanitation","Canada",35729202,"Canada",35729199,8.39649315425517e-08
"CA",2008,"agriculture-and-food-security","Canada",210053807,"Canada",210053867,-2.85641097664086e-07
"CA",2008,"banking-and-business","Canada",60512637,"Canada",60512631,9.91528430664821e-08
"CA",2008,"debt-relief","Canada",116940851,"Canada",116940845,5.13079898828511e-08
"CA",2008,"education","Canada",263002913,"Canada",263002817,3.65014968484398e-07
"CA",2008,"environment","Canada",19314291,"Canada",19314279,6.21301605117164e-07
"CA",2008,"general-budget-support","Canada",21700289,"Canada",21700296,-3.22576349098392e-07
"CA",2008,"governance-security-and-civil-society","Canada",520213594,,,
"CA",2008,"health","Canada",358688735,"Canada",358688672,1.75639750715896e-07
"CA",2008,"humanitarian","Canada",366330263,"Canada",366330078,5.05008782198265e-07
"CA",2008,"industry-and-trade","Canada",36864010,"Canada",36864021,-2.98394016277665e-07
"CA",2008,"infrastructure","Canada",48165272,"Canada",48165218,1.12113972905624e-06
"CA",2008,"other","Canada",711307394,"Canada",711307384,1.40586195003057e-08
"CA",2008,"other-social-services","Canada",107818854,"Canada",107818885,-2.87519286747381e-07
"CA",2008,"water-and-sanitation","Canada",38520451,"Canada",38520448,7.78807080945132e-08
"CA",2009,"agriculture-and-food-security","Canada",169980397,"Canada",169980434,-2.17672158984309e-07
"CA",2009,"banking-and-business","Canada",80839828,"Canada",80839798,3.71104203734822e-07
"CA",2009,"debt-relief","Canada",46127318,"Canada",46127354,-7.80448583635407e-07
"CA",2009,"education","Canada",335158975,"Canada",335158855,3.5803904699255e-07
"CA",2009,"environment","Canada",73598506,"Canada",73598482,3.2609357586688e-07
"CA",2009,"general-budget-support","Canada",67165510,"Canada",67165605,-1.41441641699735e-06
"CA",2009,"governance-security-and-civil-society","Canada",545109511,,,
"CA",2009,"health","Canada",419456375,"Canada",419456378,-7.1521144481354e-09
"CA",2009,"humanitarian","Canada",330049826,"Canada",330049890,-1.93910115862324e-07
"CA",2009,"industry-and-trade","Canada",60857459,"Canada",60857447,1.97182074263074e-07
"CA",2009,"infrastructure","Canada",41645121,"Canada",41645057,1.53679467037687e-06
"CA",2009,"other","Canada",781989837,"Canada",781989758,1.01024330831553e-07
"CA",2009,"other-social-services","Canada",34335276,"Canada",34335270,1.74747393904741e-07
"CA",2009,"water-and-sanitation","Canada",56134524,"Canada",56134500,4.2754437536515e-07
"CA",2010,"agriculture-and-food-security","Canada",489468938,"Canada",489468794,2.94196401079899e-07
"CA",2010,"banking-and-business","Canada",69894530,"Canada",69894521,1.28765441301344e-07
"CA",2010,"debt-relief","Canada",48073081,"Canada",48073180,-2.05936457453185e-06
"CA",2010,"education","Canada",395284841,"Canada",395284787,1.36610348788964e-07
"CA",2010,"environment","Canada",26871298,"Canada",26871300,-7.44288571396886e-08
"CA",2010,"general-budget-support","Canada",49451867,"Canada",49451861,1.21330100641094e-07
"CA",2010,"governance-security-and-civil-society","Canada",456488592,,,
"CA",2010,"health","Canada",360293999,"Canada",360293935,1.77632711556764e-07
"CA",2010,"humanitarian","Canada",427586596,"Canada",427586372,5.23870491019789e-07
"CA",2010,"industry-and-trade","Canada",55265652,"Canada",55265634,3.25699586426665e-07
"CA",2010,"infrastructure","Canada",50693425,"Canada",50693418,1.38084968612793e-07
"CA",2010,"other","Canada",822268886,"Canada",822268873,1.58099135469416e-08
"CA",2010,"other-social-services","Canada",23640793,"Canada",23640792,4.22997654943301e-08
"CA",2010,"water-and-sanitation","Canada",39920297,"Canada",39920285,3.00598965984647e-07
"CA",2011,"agriculture-and-food-security","Canada",281402620,"Canada",281402662,-1.49252341715937e-07
"CA",2011,"banking-and-business","Canada",64515990,"Canada",64515987,4.65001003232002e-08
"CA",2011,"debt-relief","Canada",2921562,"Canada",2921559,1.02684796694371e-06
"CA",2011,"education","Canada",255375869,"Canada",255375859,3.91579675838519e-08
"CA",2011,"environment","Canada",38257745,"Canada",38257738,1.82969487616168e-07
"CA",2011,"general-budget-support","Canada",52423191,"Canada",52423192,-1.9075527088765e-08
"CA",2011,"governance-security-and-civil-society","Canada",427744600,,,
"CA",2011,"health","Canada",521913153,"Canada",521912973,3.44884966061786e-07
"CA",2011,"humanitarian","Canada",330609511,"Canada",330609658,-4.44633306390269e-07
"CA",2011,"industry-and-trade","Canada",81946125,"Canada",81946097,3.41687907574627e-07
"CA",2011,"infrastructure","Canada",246839514,"Canada",246839468,1.86355900983512e-07
"CA",2011,"other","Canada",853612212,"Canada",853611622,6.91180364697032e-07
"CA",2011,"other-social-services","Canada",30730116,"Canada",30730105,3.57955043189554e-07
"CA",2011,"water-and-sanitation","Canada",29678716,"Canada",29678702,4.7171852043734e-07
"CA",2012,"agriculture-and-food-security","Canada",229363404,"Canada",229363411,-3.05192540654829e-08
"CA",2012,"banking-and-business","Canada",65582783,"Canada",65582770,1.98222756115732e-07
"CA",2012,"debt-relief","Canada",153911110,"Canada",153911060,3.24862838036838e-07
"CA",2012,"education","Canada",243733703,"Canada",243733643,2.46170304974196e-07
"CA",2012,"environment","Canada",139265550,"Canada",139265549,7.18052669881388e-09
"CA",2012,"general-budget-support","Canada",34821589,"Canada",34821604,-4.30767246147211e-07
"CA",2012,"governance-security-and-civil-society","Canada",329247976,,,
"CA",2012,"health","Canada",516204181,"Canada",516204126,1.06546986685488e-07
"CA",2012,"humanitarian","Canada",386849218,"Canada",386849289,-1.83534040386764e-07
"CA",2012,"industry-and-trade","Canada",78321706,"Canada",78321689,2.17053494723417e-07
"CA",2012,"infrastructure","Canada",149198833,"Canada",149198807,1.74264097628699e-07
"CA",2012,"other","Canada",743693300,"Canada",743693039,3.50951124610105e-07
"CA",2012,"other-social-services","Canada",40181290,"Canada",40181269,5.22631304271217e-07
"CA",2012,"water-and-sanitation","Canada",67741666,"Canada",67741670,-5.90478539456056e-08
"CA",2013,"agriculture-and-food-security","Canada",249180957,"Canada",249180935,8.82892507712778e-08
"CA",2013,"banking-and-business","Canada",78756301,"Canada",78756309,-1.0157917396349e-07
"CA",2013,"education","Canada",212249027,"Canada",212248968,2.77975361460668e-07
"CA",2013,"environment","Canada",35785368,"Canada",35785359,2.51499439659248e-07
"CA",2013,"general-budget-support","Canada",28219097,"Canada",28219104,-2.4805896517525e-07
"CA",2013,"governance-security-and-civil-society","Canada",232598107,,,
"CA",2013,"health","Canada",607813130,"Canada",607812947,3.01079379446772e-07
"CA",2013,"humanitarian","Canada",460950622,"Canada",460950692,-1.51860083616505e-07
"CA",2013,"industry-and-trade","Canada",78114394,"Canada",78114385,1.15215641306774e-07
"CA",2013,"infrastructure","Canada",88880548,"Canada",88880345,2.28396431579157e-06
"CA",2013,"other","Canada",654859751,"Canada",654859797,-7.02440483321138e-08
"CA",2013,"other-social-services","Canada",38319583,"Canada",38319571,3.13155808610965e-07
"CA",2013,"water-and-sanitation","Canada",44345728,"Canada",44345717,2.48050950928125e-07
"CA",2014,"agriculture-and-food-security","Canada",185631347,"Canada",185631277,3.77091483368916e-07
"CA",2014,"banking-and-business","Canada",64350867,"Canada",64350860,1.08778643184403e-07
"CA",2014,"education","Canada",201003290,"Canada",201003276,6.96506012414026e-08
"CA",2014,"environment","Canada",20596623,"Canada",20596626,-1.45654945473343e-07
"CA",2014,"general-budget-support","Canada",15112358,"Canada",15112357,6.61710105067654e-08
"CA",2014,"governance-security-and-civil-society","Canada",236296884,,,
"CA",2014,"health","Canada",513703563,"Canada",513703622,-1.14852230448711e-07
"CA",2014,"humanitarian","Canada",546486441,"Canada",546486428,2.37883303677428e-08
"CA",2014,"industry-and-trade","Canada",62099610,"Canada",62099614,-6.44126428491258e-08
"CA",2014,"infrastructure","Canada",24479139,"Canada",24479123,6.53617760003732e-07
"CA",2014,"other","Canada",828698943,"Canada",828699404,-5.5629369856696e-07
"CA",2014,"other-social-services","Canada",26035058,"Canada",26035048,3.84097473491321e-07
"CA",2014,"water-and-sanitation","Canada",40750474,"Canada",40750485,-2.69935510443388e-07
"CA",2015,"agriculture-and-food-security","Canada",178221135,"Canada",178221148,-7.29430883716457e-08
"CA",2015,"banking-and-business","Canada",59776344,"Canada",59776322,3.68038567229873e-07
"CA",2015,"education","Canada",239829539,"Canada",239829515,1.0007107589862e-07
"CA",2015,"environment","Canada",13333764,"Canada",13333768,-2.99990310312977e-07
"CA",2015,"general-budget-support","Canada",35332814,"Canada",35332840,-7.35859872355482e-07
"CA",2015,"governance-security-and-civil-society","Canada",286986376,,,
"CA",2015,"health","Canada",413224842,"Canada",413224932,-2.17799103181701e-07
"CA",2015,"humanitarian","Canada",654019936,"Canada",654019958,-3.36381183340564e-08
"CA",2015,"industry-and-trade","Canada",69195339,"Canada",69195335,5.78073618513524e-08
"CA",2015,"infrastructure","Canada",39628410,"Canada",39628406,1.00937685867286e-07
"CA",2015,"other","Canada",847449998,"Canada",847449706,3.44563101881086e-07
"CA",2015,"other-social-services","Canada",26663598,"Canada",26663592,2.2502589485485e-07
"CA",2015,"water-and-sanitation","Canada",61348234,"Canada",61348246,-1.95604652613146e-07
"CA",2016,"agriculture-and-food-security","Canada",213824578,"Canada",213824590,-5.61207701763826e-08
"CA",2016,"banking-and-business","Canada",69161121,"Canada",69161114,1.01212934359465e-07
"CA",2016,"education","Canada",207310452,"Canada",207310530,-3.76247310482927e-07
"CA",2016,"environment","Canada",26711760,"Canada",26711750,3.74366945495168e-07
"CA",2016,"general-budget-support","Canada",7772939,"Canada",7772944,-6.43257331621926e-07
"CA",2016,"governance-security-and-civil-society","Canada",245627047,,,
"CA",2016,"health","Canada",445230929,"Canada",445230960,-6.96267891128471e-08
"CA",2016,"humanitarian","Canada",492473238,"Canada",492473367,-2.6194316776255e-07
"CA",2016,"industry-and-trade","Canada",109562266,"Canada",109562235,2.82944129687862e-07
"CA",2016,"infrastructure","Canada",25965208,"Canada",25965202,2.31078449284905e-07
"CA",2016,"other","Canada",797947780,"Canada",797948323,-6.8049565850036e-07
"CA",2016,"other-social-services","Canada",30599825,"Canada",30599827,-6.53598509141801e-08
"CA",2016,"water-and-sanitation","Canada",31770281,"Canada",31770278,9.44278711289963e-08
"cardb",2015,"other","Caribbean Development Bank [CarDB]",56898035,,,
"cardb",2016,"other","Caribbean Development Bank [CarDB]",33781500,,,
"ceb",2010,"education","Council of Europe Development Bank [CEB]",6260310,,,
"ceb",2010,"health","Council of Europe Development Bank [CEB]",2517501,,,
"ceb",2010,"infrastructure","Council of Europe Development Bank [CEB]",17404900,,,
"ceb",2010,"other","Council of Europe Development Bank [CEB]",1491850,,,
"ceb",2010,"other-social-services","Council of Europe Development Bank [CEB]",11317587,,,
"ceb",2011,"education","Council of Europe Development Bank [CEB]",1420297,,,
"ceb",2011,"health","Council of Europe Development Bank [CEB]",3191358,,,
"ceb",2011,"humanitarian","Council of Europe Development Bank [CEB]",86153100,,,
"ceb",2011,"infrastructure","Council of Europe Development Bank [CEB]",19692140,,,
"ceb",2011,"other","Council of Europe Development Bank [CEB]",2646130,,,
"ceb",2011,"other-social-services","Council of Europe Development Bank [CEB]",4217452,,,
"ceb",2012,"education","Council of Europe Development Bank [CEB]",5359120,,,
"ceb",2012,"health","Council of Europe Development Bank [CEB]",5664364,,,
"ceb",2012,"humanitarian","Council of Europe Development Bank [CEB]",70894103,,,
"ceb",2012,"infrastructure","Council of Europe Development Bank [CEB]",2912570,,,
"ceb",2012,"other","Council of Europe Development Bank [CEB]",174754,,,
"ceb",2012,"other-social-services","Council of Europe Development Bank [CEB]",1371901,,,
"ceb",2013,"health","Council of Europe Development Bank [CEB]",7807246,,,
"ceb",2013,"humanitarian","Council of Europe Development Bank [CEB]",95723600,,,
"ceb",2013,"infrastructure","Council of Europe Development Bank [CEB]",2991370,,,
"ceb",2013,"other-social-services","Council of Europe Development Bank [CEB]",3274239,,,
"ceb",2014,"governance-security-and-civil-society","Council of Europe Development Bank [CEB]",10725486,,,
"ceb",2014,"health","Council of Europe Development Bank [CEB]",7264810,,,
"ceb",2014,"humanitarian","Council of Europe Development Bank [CEB]",47638000,,,
"ceb",2014,"other-social-services","Council of Europe Development Bank [CEB]",3652100,,,
"ceb",2015,"governance-security-and-civil-society","Council of Europe Development Bank [CEB]",98294,,,
"ceb",2015,"health","Council of Europe Development Bank [CEB]",1270094,,,
"ceb",2015,"humanitarian","Council of Europe Development Bank [CEB]",38158052,,,
"ceb",2015,"industry-and-trade","Council of Europe Development Bank [CEB]",1380540,,,
"ceb",2015,"other","Council of Europe Development Bank [CEB]",220886,,,
"ceb",2015,"other-social-services","Council of Europe Development Bank [CEB]",12777145,,,
"ceb",2016,"governance-security-and-civil-society","Council of Europe Development Bank [CEB]",330009,,,
"ceb",2016,"health","Council of Europe Development Bank [CEB]",2875151,,,
"ceb",2016,"humanitarian","Council of Europe Development Bank [CEB]",90885981,,,
"ceb",2016,"industry-and-trade","Council of Europe Development Bank [CEB]",1382280,,,
"ceb",2016,"other-social-services","Council of Europe Development Bank [CEB]",4543310,,,
"CH",2002,"agriculture-and-food-security","Switzerland",94840987,"Switzerland",94840981,6.32637869953842e-08
"CH",2002,"banking-and-business","Switzerland",34208385,"Switzerland",34208378,2.04628192766189e-07
"CH",2002,"debt-relief","Switzerland",130504,"Switzerland",130504,-1.11505511159557e-16
"CH",2002,"education","Switzerland",56963160,"Switzerland",56963152,1.40441646846839e-07
"CH",2002,"environment","Switzerland",59822177,"Switzerland",59822167,1.67162087732113e-07
"CH",2002,"general-budget-support","Switzerland",9760352,"Switzerland",9760349,3.07365963850484e-07
"CH",2002,"governance-security-and-civil-society","Switzerland",65577483,,,
"CH",2002,"health","Switzerland",56875432,"Switzerland",56875415,2.98898828583843e-07
"CH",2002,"humanitarian","Switzerland",230727018,"Switzerland",230726971,2.03703928596693e-07
"CH",2002,"industry-and-trade","Switzerland",72005073,"Switzerland",72005055,2.49982386657673e-07
"CH",2002,"infrastructure","Switzerland",36073819,"Switzerland",36073811,2.217674818405e-07
"CH",2002,"other","Switzerland",407141485,"Switzerland",407141440,1.10526688283804e-07
"CH",2002,"other-social-services","Switzerland",69397150,"Switzerland",69397178,-4.03474782465851e-07
"CH",2002,"water-and-sanitation","Switzerland",41140455,"Switzerland",41140419,8.75051090222507e-07
"CH",2003,"agriculture-and-food-security","Switzerland",106687291,"Switzerland",106687289,1.87463753297476e-08
"CH",2003,"banking-and-business","Switzerland",82941602,"Switzerland",82941649,-5.66663759400258e-07
"CH",2003,"debt-relief","Switzerland",54079952,"Switzerland",54079935,3.14349391434371e-07
"CH",2003,"education","Switzerland",63650625,"Switzerland",63650626,-1.57107648196699e-08
"CH",2003,"environment","Switzerland",77614103,"Switzerland",77614120,-2.19032358075439e-07
"CH",2003,"general-budget-support","Switzerland",54078858,"Switzerland",54078850,1.47932117945242e-07
"CH",2003,"governance-security-and-civil-society","Switzerland",138275164,,,
"CH",2003,"health","Switzerland",56437376,"Switzerland",56437367,1.59468788910384e-07
"CH",2003,"humanitarian","Switzerland",233845222,"Switzerland",233845403,-7.74016242247618e-07
"CH",2003,"industry-and-trade","Switzerland",71318240,"Switzerland",71318240,0
"CH",2003,"infrastructure","Switzerland",61069805,"Switzerland",61069814,-1.47372338916098e-07
"CH",2003,"other","Switzerland",422382344,"Switzerland",422382382,-8.9965881717821e-08
"CH",2003,"other-social-services","Switzerland",11259056,"Switzerland",11259063,-6.21721750029487e-07
"CH",2003,"water-and-sanitation","Switzerland",56144577,"Switzerland",56144584,-1.24678114504273e-07
"CH",2004,"agriculture-and-food-security","Switzerland",99268777,"Switzerland",99268780,-3.02209827768907e-08
"CH",2004,"banking-and-business","Switzerland",82050036,"Switzerland",82050053,-2.07190646448955e-07
"CH",2004,"debt-relief","Switzerland",11066874,"Switzerland",11066864,9.03597528986053e-07
"CH",2004,"education","Switzerland",67538581,"Switzerland",67538578,4.44190558282532e-08
"CH",2004,"environment","Switzerland",70617749,"Switzerland",70617755,-8.49644754323732e-08
"CH",2004,"governance-security-and-civil-society","Switzerland",206494990,,,
"CH",2004,"health","Switzerland",56908507,"Switzerland",56908509,-3.51441305603045e-08
"CH",2004,"humanitarian","Switzerland",467217275,"Switzerland",467217153,2.6112048189999e-07
"CH",2004,"industry-and-trade","Switzerland",86312003,"Switzerland",86312027,-2.78060978378639e-07
"CH",2004,"infrastructure","Switzerland",51309128,"Switzerland",51309124,7.79588380453474e-08
"CH",2004,"other","Switzerland",432924541,"Switzerland",432924578,-8.54652404655434e-08
"CH",2004,"other-social-services","Switzerland",15656441,"Switzerland",15656434,4.47100333977562e-07
"CH",2004,"water-and-sanitation","Switzerland",45517287,"Switzerland",45517292,-1.09848374750455e-07
"CH",2005,"agriculture-and-food-security","Switzerland",97341966,"Switzerland",97341932,3.49284089865208e-07
"CH",2005,"banking-and-business","Switzerland",75577001,"Switzerland",75576990,1.45546923726174e-07
"CH",2005,"debt-relief","Switzerland",299407005,"Switzerland",299406671,1.11553836223705e-06
"CH",2005,"education","Switzerland",58863539,"Switzerland",58863526,2.20849786146905e-07
"CH",2005,"environment","Switzerland",40116825,"Switzerland",40116812,3.24053561068205e-07
"CH",2005,"governance-security-and-civil-society","Switzerland",243386501,,,
"CH",2005,"health","Switzerland",62060952,"Switzerland",62060939,2.09471488610101e-07
"CH",2005,"humanitarian","Switzerland",237656933,"Switzerland",237656886,1.97764060179974e-07
"CH",2005,"industry-and-trade","Switzerland",64443977,"Switzerland",64443982,-7.75867697837857e-08
"CH",2005,"infrastructure","Switzerland",53099598,"Switzerland",53099597,1.8832534287736e-08
"CH",2005,"other","Switzerland",671092034,"Switzerland",671092053,-2.83120630813508e-08
"CH",2005,"other-social-services","Switzerland",21827174,"Switzerland",21827176,-9.16289025780433e-08
"CH",2005,"water-and-sanitation","Switzerland",49417220,"Switzerland",49417207,2.63066194334687e-07
"CH",2006,"agriculture-and-food-security","Switzerland",77602908,"Switzerland",77602907,1.28861150409467e-08
"CH",2006,"banking-and-business","Switzerland",61185969,"Switzerland",61185934,5.72026570340007e-07
"CH",2006,"debt-relief","Switzerland",129196269,"Switzerland",129196243,2.01244201449028e-07
"CH",2006,"education","Switzerland",62014408,"Switzerland",62014408,0
"CH",2006,"environment","Switzerland",36033224,"Switzerland",36033225,-2.77521656124914e-08
"CH",2006,"general-budget-support","Switzerland",45746719,"Switzerland",45746730,-2.4045440286111e-07
"CH",2006,"governance-security-and-civil-society","Switzerland",188606468,,,
"CH",2006,"health","Switzerland",57336895,"Switzerland",57336916,-3.66256317158437e-07
"CH",2006,"humanitarian","Switzerland",231117047,"Switzerland",231117080,-1.42784794234585e-07
"CH",2006,"industry-and-trade","Switzerland",67192332,"Switzerland",67192354,-3.27418313149185e-07
"CH",2006,"infrastructure","Switzerland",49893298,"Switzerland",49893290,1.60342176618591e-07
"CH",2006,"other","Switzerland",603554066,"Switzerland",603553623,7.33985611158156e-07
"CH",2006,"other-social-services","Switzerland",14904068,"Switzerland",14904068,0
"CH",2006,"water-and-sanitation","Switzerland",41828334,"Switzerland",41828314,4.78144790562302e-07
"CH",2007,"agriculture-and-food-security","Switzerland",80517092,"Switzerland",80517070,2.73233911627111e-07
"CH",2007,"banking-and-business","Switzerland",82335580,"Switzerland",82335606,-3.15780856830061e-07
"CH",2007,"debt-relief","Switzerland",78843239,"Switzerland",78843249,-1.26833957189405e-07
"CH",2007,"education","Switzerland",54852446,"Switzerland",54852429,3.09922368821985e-07
"CH",2007,"environment","Switzerland",23388410,"Switzerland",23388406,1.71024879416771e-07
"CH",2007,"general-budget-support","Switzerland",41066717,"Switzerland",41066715,4.87012390106567e-08
"CH",2007,"governance-security-and-civil-society","Switzerland",202646895,,,
"CH",2007,"health","Switzerland",53835413,"Switzerland",53835412,1.85751338064408e-08
"CH",2007,"humanitarian","Switzerland",285456676,"Switzerland",285456567,3.8184428378897e-07
"CH",2007,"industry-and-trade","Switzerland",39960404,"Switzerland",39960408,-1.00099088087298e-07
"CH",2007,"infrastructure","Switzerland",31198220,"Switzerland",31198223,-9.61593321670275e-08
"CH",2007,"other","Switzerland",536673660,"Switzerland",536674112,-8.42225049874079e-07
"CH",2007,"other-social-services","Switzerland",14954642,"Switzerland",14954621,1.40424625343756e-06
"CH",2007,"water-and-sanitation","Switzerland",43797588,"Switzerland",43797585,6.84969227072505e-08
"CH",2008,"agriculture-and-food-security","Switzerland",86635914,"Switzerland",86635893,2.42393702916322e-07
"CH",2008,"banking-and-business","Switzerland",93570917,"Switzerland",93570910,7.48095693023934e-08
"CH",2008,"debt-relief","Switzerland",109169945,"Switzerland",109169920,2.290007565727e-07
"CH",2008,"education","Switzerland",57152751,"Switzerland",57152742,1.57472734777019e-07
"CH",2008,"environment","Switzerland",25165250,"Switzerland",25165248,7.94746724153346e-08
"CH",2008,"general-budget-support","Switzerland",36647755,"Switzerland",36647757,-5.45736021210576e-08
"CH",2008,"governance-security-and-civil-society","Switzerland",199456115,,,
"CH",2008,"health","Switzerland",62823025,"Switzerland",62822997,4.45696462403713e-07
"CH",2008,"humanitarian","Switzerland",259098067,"Switzerland",259098058,3.47358825714525e-08
"CH",2008,"industry-and-trade","Switzerland",30694555,"Switzerland",30694535,6.51581363534998e-07
"CH",2008,"infrastructure","Switzerland",40825677,"Switzerland",40825690,-3.18427052661001e-07
"CH",2008,"other","Switzerland",654313430,"Switzerland",654313630,-3.05663907891972e-07
"CH",2008,"other-social-services","Switzerland",14689712,"Switzerland",14689714,-1.36149708040566e-07
"CH",2008,"water-and-sanitation","Switzerland",54421848,"Switzerland",54421833,2.7562459841496e-07
"CH",2009,"agriculture-and-food-security","Switzerland",71386006,"Switzerland",71385992,1.96116869180214e-07
"CH",2009,"banking-and-business","Switzerland",85464699,"Switzerland",85464705,-7.02044244021733e-08
"CH",2009,"debt-relief","Switzerland",176878682,"Switzerland",176878321,2.04094691298073e-06
"CH",2009,"education","Switzerland",64096683,"Switzerland",64096664,2.96427195656122e-07
"CH",2009,"environment","Switzerland",40055664,"Switzerland",40055662,4.99305166929701e-08
"CH",2009,"general-budget-support","Switzerland",35773440,"Switzerland",35773436,1.11814798912266e-07
"CH",2009,"governance-security-and-civil-society","Switzerland",230941363,,,
"CH",2009,"health","Switzerland",71501648,"Switzerland",71501646,2.79713832609844e-08
"CH",2009,"humanitarian","Switzerland",250110608,"Switzerland",250110596,4.79787726556564e-08
"CH",2009,"industry-and-trade","Switzerland",47890737,"Switzerland",47890722,3.13212970600139e-07
"CH",2009,"infrastructure","Switzerland",24351453,"Switzerland",24351442,4.51718425179803e-07
"CH",2009,"other","Switzerland",744974538,"Switzerland",744974181,4.79211008953973e-07
"CH",2009,"other-social-services","Switzerland",19259013,"Switzerland",19259015,-1.03847481695973e-07
"CH",2009,"water-and-sanitation","Switzerland",49558236,"Switzerland",49558242,-1.21069684562622e-07
"CH",2010,"agriculture-and-food-security","Switzerland",74748738,"Switzerland",74748724,1.87294131975847e-07
"CH",2010,"banking-and-business","Switzerland",71739091,"Switzerland",71739125,-4.73939654462586e-07
"CH",2010,"debt-relief","Switzerland",33105936,"Switzerland",33105895,1.23844859736711e-06
"CH",2010,"education","Switzerland",49893596,"Switzerland",49893603,-1.40298566573554e-07
"CH",2010,"environment","Switzerland",48598579,"Switzerland",48598563,3.29227733181252e-07
"CH",2010,"general-budget-support","Switzerland",30367178,"Switzerland",30367186,-2.63442325790036e-07
"CH",2010,"governance-security-and-civil-society","Switzerland",234808167,,,
"CH",2010,"health","Switzerland",59850707,"Switzerland",59850727,-3.34164807777459e-07
"CH",2010,"humanitarian","Switzerland",265535643,"Switzerland",265535646,-1.12979182986745e-08
"CH",2010,"industry-and-trade","Switzerland",40716040,"Switzerland",40716043,-7.36810357785286e-08
"CH",2010,"infrastructure","Switzerland",31653784,"Switzerland",31653816,-1.01093758648255e-06
"CH",2010,"other","Switzerland",799846027,"Switzerland",799845813,2.67551494632854e-07
"CH",2010,"other-social-services","Switzerland",8861153,"Switzerland",8861155,-2.25704262188002e-07
"CH",2010,"water-and-sanitation","Switzerland",50024983,"Switzerland",50024980,5.9970035372126e-08
"CH",2011,"agriculture-and-food-security","Switzerland",92459953,"Switzerland",92459965,-1.29785919315793e-07
"CH",2011,"banking-and-business","Switzerland",49404649,"Switzerland",49404666,-3.4409717190785e-07
"CH",2011,"debt-relief","Switzerland",70618606,"Switzerland",70618575,4.38977795738421e-07
"CH",2011,"education","Switzerland",76784806,"Switzerland",76784827,-2.73491607180723e-07
"CH",2011,"environment","Switzerland",86293006,"Switzerland",86292957,5.67832809069138e-07
"CH",2011,"general-budget-support","Switzerland",24198390,"Switzerland",24198395,-2.06625316808267e-07
"CH",2011,"governance-security-and-civil-society","Switzerland",234259646,,,
"CH",2011,"health","Switzerland",69792398,"Switzerland",69792408,-1.4328208066443e-07
"CH",2011,"humanitarian","Switzerland",265662020,"Switzerland",265662007,4.89343564059239e-08
"CH",2011,"industry-and-trade","Switzerland",57607506,"Switzerland",57607508,-3.47176979428587e-08
"CH",2011,"infrastructure","Switzerland",30255784,"Switzerland",30255802,-5.94927568229599e-07
"CH",2011,"other","Switzerland",921591199,"Switzerland",921590896,3.2877918140796e-07
"CH",2011,"other-social-services","Switzerland",16992517,"Switzerland",16992515,1.1769886709544e-07
"CH",2011,"water-and-sanitation","Switzerland",123338983,"Switzerland",123338970,1.0540057720437e-07
"CH",2012,"agriculture-and-food-security","Switzerland",74615217,"Switzerland",74615207,1.3402091962019e-07
"CH",2012,"banking-and-business","Switzerland",63890493,"Switzerland",63890517,-3.75642742340398e-07
"CH",2012,"debt-relief","Switzerland",14166910,"Switzerland",14166911,-7.05870228581956e-08
"CH",2012,"education","Switzerland",74587484,"Switzerland",74587478,8.04424506395738e-08
"CH",2012,"environment","Switzerland",67917491,"Switzerland",67917486,7.36187383600493e-08
"CH",2012,"general-budget-support","Switzerland",23975250,"Switzerland",23975248,8.34193595478671e-08
"CH",2012,"governance-security-and-civil-society","Switzerland",253843502,,,
"CH",2012,"health","Switzerland",73099778,"Switzerland",73099778,0
"CH",2012,"humanitarian","Switzerland",288734658,"Switzerland",288734689,-1.07365011927318e-07
"CH",2012,"industry-and-trade","Switzerland",65531306,"Switzerland",65531309,-4.57796460297834e-08
"CH",2012,"infrastructure","Switzerland",47714307,"Switzerland",47714301,1.25748446896651e-07
"CH",2012,"other","Switzerland",1124785418,"Switzerland",1124785676,-2.29377084616508e-07
"CH",2012,"other-social-services","Switzerland",26388818,"Switzerland",26388810,3.03158709116869e-07
"CH",2012,"water-and-sanitation","Switzerland",143237169,"Switzerland",143237189,-1.39628562471798e-07
"CH",2013,"agriculture-and-food-security","Switzerland",84712248,"Switzerland",84712254,-7.08280106083361e-08
"CH",2013,"banking-and-business","Switzerland",83619708,"Switzerland",83619695,1.55465742597427e-07
"CH",2013,"education","Switzerland",83226793,"Switzerland",83226775,2.16276506052564e-07
"CH",2013,"environment","Switzerland",76328351,"Switzerland",76328312,5.10950380678341e-07
"CH",2013,"general-budget-support","Switzerland",35509230,"Switzerland",35509237,-1.97131844312028e-07
"CH",2013,"governance-security-and-civil-society","Switzerland",310478858,,,
"CH",2013,"health","Switzerland",86487980,"Switzerland",86487986,-6.93738020011567e-08
"CH",2013,"humanitarian","Switzerland",321975136,"Switzerland",321975167,-9.62807264719969e-08
